mcid,program,peer_group
MCID3111929544,Mechanical,ever_enrolled
MCID3111929819,Mechanical,ever_enrolled
MCID3111929848,Mechanical,ever_enrolled
MCID3111929882,Mechanical,ever_enrolled
MCID3111929906,Civil,ever_enrolled
MCID3111930212,Civil,ever_enrolled
MCID3111930535,Mechanical,ever_enrolled
MCID3111930541,Industrial,ever_enrolled
MCID3111930543,Mechanical,ever_enrolled
MCID3111930553,Mechanical,ever_enrolled
MCID3111930558,Civil,ever_enrolled
MCID3111930871,Civil,ever_enrolled
MCID3111931247,Civil,ever_enrolled
MCID3111931272,Electrical,ever_enrolled
MCID3111931800,Mechanical,ever_enrolled
MCID3111931801,Mechanical,ever_enrolled
MCID3111931802,Mechanical,ever_enrolled
MCID3111931803,Electrical,ever_enrolled
MCID3111931854,Industrial,ever_enrolled
MCID3111931854,Mechanical,ever_enrolled
MCID3111931859,Mechanical,ever_enrolled
MCID3111931869,Mechanical,ever_enrolled
MCID3111931876,Mechanical,ever_enrolled
MCID3111932109,Mechanical,ever_enrolled
MCID3111932147,Civil,ever_enrolled
MCID3111932471,Mechanical,ever_enrolled
MCID3111932491,Mechanical,ever_enrolled
MCID3111932510,Mechanical,ever_enrolled
MCID3111932530,Mechanical,ever_enrolled
MCID3111932532,Civil,ever_enrolled
MCID3111932562,Mechanical,ever_enrolled
MCID3111933153,Industrial,ever_enrolled
MCID3111933168,Mechanical,ever_enrolled
MCID3111933171,Mechanical,ever_enrolled
MCID3111933220,Mechanical,ever_enrolled
MCID3111933689,Civil,ever_enrolled
MCID3111934239,Civil,ever_enrolled
MCID3111934317,Civil,ever_enrolled
MCID3111934438,Civil,ever_enrolled
MCID3111934635,Mechanical,ever_enrolled
MCID3111934661,Mechanical,ever_enrolled
MCID3111934667,Electrical,ever_enrolled
MCID3111934958,Mechanical,ever_enrolled
MCID3111934963,Mechanical,ever_enrolled
MCID3111934967,Mechanical,ever_enrolled
MCID3111934969,Electrical,ever_enrolled
MCID3111934970,Industrial,ever_enrolled
MCID3111935136,Industrial,ever_enrolled
MCID3111935322,Mechanical,ever_enrolled
MCID3111935360,Electrical,ever_enrolled
MCID3111935670,Mechanical,ever_enrolled
MCID3111935790,Civil,ever_enrolled
MCID3111936255,Electrical,ever_enrolled
MCID3111936462,Mechanical,ever_enrolled
MCID3111936543,Mechanical,ever_enrolled
MCID3111936816,Mechanical,ever_enrolled
MCID3111939605,Mechanical,ever_enrolled
MCID3111939716,Electrical,ever_enrolled
MCID3111939912,Electrical,ever_enrolled
MCID3111939960,Electrical,ever_enrolled
MCID3111940271,Mechanical,ever_enrolled
MCID3111940401,Mechanical,ever_enrolled
MCID3111940421,Mechanical,ever_enrolled
MCID3111940482,Electrical,ever_enrolled
MCID3111940622,Mechanical,ever_enrolled
MCID3111940623,Electrical,ever_enrolled
MCID3111941639,Civil,ever_enrolled
MCID3111941667,Mechanical,ever_enrolled
MCID3111941683,Electrical,ever_enrolled
MCID3111941696,Electrical,ever_enrolled
MCID3111941710,Mechanical,ever_enrolled
MCID3111941717,Mechanical,ever_enrolled
MCID3111941774,Mechanical,ever_enrolled
MCID3111941790,Mechanical,ever_enrolled
MCID3111941797,Civil,ever_enrolled
MCID3111941809,Mechanical,ever_enrolled
MCID3111941911,Mechanical,ever_enrolled
MCID3111941918,Mechanical,ever_enrolled
MCID3111941947,Mechanical,ever_enrolled
MCID3111942048,Civil,ever_enrolled
MCID3111942073,Mechanical,ever_enrolled
MCID3111942362,Civil,ever_enrolled
MCID3111942425,Electrical,ever_enrolled
MCID3111942472,Electrical,ever_enrolled
MCID3111942509,Civil,ever_enrolled
MCID3111942521,Mechanical,ever_enrolled
MCID3111942524,Civil,ever_enrolled
MCID3111942575,Mechanical,ever_enrolled
MCID3111942607,Electrical,ever_enrolled
MCID3111942919,Mechanical,ever_enrolled
MCID3111943016,Civil,ever_enrolled
MCID3111943071,Civil,ever_enrolled
MCID3111943197,Electrical,ever_enrolled
MCID3111943197,Civil,ever_enrolled
MCID3111943221,Civil,ever_enrolled
MCID3111943221,Mechanical,ever_enrolled
MCID3111943305,Civil,ever_enrolled
MCID3111943310,Electrical,ever_enrolled
MCID3111943374,Electrical,ever_enrolled
MCID3111943384,Electrical,ever_enrolled
MCID3111943469,Mechanical,ever_enrolled
MCID3111943582,Mechanical,ever_enrolled
MCID3111943692,Mechanical,ever_enrolled
MCID3111943750,Electrical,ever_enrolled
MCID3111944011,Electrical,ever_enrolled
MCID3111944276,Electrical,ever_enrolled
MCID3111944289,Mechanical,ever_enrolled
MCID3111944302,Mechanical,ever_enrolled
MCID3111944498,Mechanical,ever_enrolled
MCID3111944500,Civil,ever_enrolled
MCID3111944696,Civil,ever_enrolled
MCID3111944821,Electrical,ever_enrolled
MCID3111944833,Civil,ever_enrolled
MCID3111944882,Civil,ever_enrolled
MCID3111944956,Civil,ever_enrolled
MCID3111944996,Civil,ever_enrolled
MCID3111945112,Mechanical,ever_enrolled
MCID3111945126,Mechanical,ever_enrolled
MCID3111945136,Mechanical,ever_enrolled
MCID3111945164,Mechanical,ever_enrolled
MCID3111945322,Electrical,ever_enrolled
MCID3111945329,Mechanical,ever_enrolled
MCID3111945351,Civil,ever_enrolled
MCID3111945359,Electrical,ever_enrolled
MCID3111945365,Civil,ever_enrolled
MCID3111945416,Civil,ever_enrolled
MCID3111945495,Civil,ever_enrolled
MCID3111945509,Civil,ever_enrolled
MCID3111945529,Mechanical,ever_enrolled
MCID3111945550,Electrical,ever_enrolled
MCID3111945725,Civil,ever_enrolled
MCID3111945768,Electrical,ever_enrolled
MCID3111945991,Mechanical,ever_enrolled
MCID3111946179,Mechanical,ever_enrolled
MCID3111946182,Electrical,ever_enrolled
MCID3111946192,Mechanical,ever_enrolled
MCID3111946205,Mechanical,ever_enrolled
MCID3111946241,Mechanical,ever_enrolled
MCID3111946415,Civil,ever_enrolled
MCID3111946433,Mechanical,ever_enrolled
MCID3111946451,Civil,ever_enrolled
MCID3111946461,Mechanical,ever_enrolled
MCID3111946623,Civil,ever_enrolled
MCID3111946666,Civil,ever_enrolled
MCID3111946687,Civil,ever_enrolled
MCID3111946934,Electrical,ever_enrolled
MCID3111946977,Mechanical,ever_enrolled
MCID3111947009,Electrical,ever_enrolled
MCID3111947015,Mechanical,ever_enrolled
MCID3111947142,Mechanical,ever_enrolled
MCID3111947305,Electrical,ever_enrolled
MCID3111947364,Mechanical,ever_enrolled
MCID3111947372,Electrical,ever_enrolled
MCID3111947372,Mechanical,ever_enrolled
MCID3111947388,Mechanical,ever_enrolled
MCID3111947419,Mechanical,ever_enrolled
MCID3111947443,Mechanical,ever_enrolled
MCID3111947449,Mechanical,ever_enrolled
MCID3111947461,Mechanical,ever_enrolled
MCID3111947612,Electrical,ever_enrolled
MCID3111947627,Civil,ever_enrolled
MCID3111947642,Electrical,ever_enrolled
MCID3111947826,Mechanical,ever_enrolled
MCID3111947839,Mechanical,ever_enrolled
MCID3111947868,Mechanical,ever_enrolled
MCID3111947912,Mechanical,ever_enrolled
MCID3111947961,Civil,ever_enrolled
MCID3111948008,Mechanical,ever_enrolled
MCID3111948064,Civil,ever_enrolled
MCID3111948215,Electrical,ever_enrolled
MCID3111948233,Mechanical,ever_enrolled
MCID3111948236,Mechanical,ever_enrolled
MCID3111948278,Electrical,ever_enrolled
MCID3111948329,Civil,ever_enrolled
MCID3111948403,Electrical,ever_enrolled
MCID3111948502,Civil,ever_enrolled
MCID3111948527,Electrical,ever_enrolled
MCID3111948637,Mechanical,ever_enrolled
MCID3111948649,Mechanical,ever_enrolled
MCID3111948678,Electrical,ever_enrolled
MCID3111948772,Mechanical,ever_enrolled
MCID3111948938,Electrical,ever_enrolled
MCID3111949091,Mechanical,ever_enrolled
MCID3111949167,Electrical,ever_enrolled
MCID3111949192,Electrical,ever_enrolled
MCID3111949200,Mechanical,ever_enrolled
MCID3111949257,Civil,ever_enrolled
MCID3111949779,Mechanical,ever_enrolled
MCID3111950379,Electrical,ever_enrolled
MCID3111955173,Civil,ever_enrolled
MCID3111955500,Mechanical,ever_enrolled
MCID3111955613,Mechanical,ever_enrolled
MCID3111955742,Civil,ever_enrolled
MCID3111955841,Mechanical,ever_enrolled
MCID3111958189,Mechanical,ever_enrolled
MCID3111958470,Mechanical,ever_enrolled
MCID3111959161,Mechanical,ever_enrolled
MCID3111959218,Mechanical,ever_enrolled
MCID3111961582,Electrical,ever_enrolled
MCID3111961601,Mechanical,ever_enrolled
MCID3111962172,Mechanical,ever_enrolled
MCID3111962255,Mechanical,ever_enrolled
MCID3111962336,Civil,ever_enrolled
MCID3111962679,Electrical,ever_enrolled
MCID3111963024,Civil,ever_enrolled
MCID3111963160,Industrial,ever_enrolled
MCID3111966440,Mechanical,ever_enrolled
MCID3111966841,Civil,ever_enrolled
MCID3111966926,Mechanical,ever_enrolled
MCID3111967062,Mechanical,ever_enrolled
MCID3111967096,Mechanical,ever_enrolled
MCID3111974502,Mechanical,ever_enrolled
MCID3111974584,Civil,ever_enrolled
MCID3111974586,Mechanical,ever_enrolled
MCID3111974661,Mechanical,ever_enrolled
MCID3111974664,Electrical,ever_enrolled
MCID3111974695,Mechanical,ever_enrolled
MCID3111974975,Electrical,ever_enrolled
MCID3111975085,Civil,ever_enrolled
MCID3111975127,Industrial,ever_enrolled
MCID3111980605,Mechanical,ever_enrolled
MCID3111981458,Civil,ever_enrolled
MCID3111981601,Electrical,ever_enrolled
MCID3111981962,Civil,ever_enrolled
MCID3111985503,Mechanical,ever_enrolled
MCID3111985565,Electrical,ever_enrolled
MCID3111986635,Electrical,ever_enrolled
MCID3111986940,Industrial,ever_enrolled
MCID3111987217,Mechanical,ever_enrolled
MCID3111987269,Mechanical,ever_enrolled
MCID3111987350,Industrial,ever_enrolled
MCID3111987371,Electrical,ever_enrolled
MCID3111987875,Electrical,ever_enrolled
MCID3111987951,Mechanical,ever_enrolled
MCID3111990891,Civil,ever_enrolled
MCID3111991528,Mechanical,ever_enrolled
MCID3111992889,Civil,ever_enrolled
MCID3111992912,Industrial,ever_enrolled
MCID3111992930,Electrical,ever_enrolled
MCID3111992937,Industrial,ever_enrolled
MCID3111992967,Electrical,ever_enrolled
MCID3111992978,Electrical,ever_enrolled
MCID3111992997,Electrical,ever_enrolled
MCID3111993006,Electrical,ever_enrolled
MCID3111993110,Mechanical,ever_enrolled
MCID3111993138,Industrial,ever_enrolled
MCID3111993147,Mechanical,ever_enrolled
MCID3111993169,Electrical,ever_enrolled
MCID3111993459,Mechanical,ever_enrolled
MCID3111993566,Mechanical,ever_enrolled
MCID3111993614,Electrical,ever_enrolled
MCID3111993699,Mechanical,ever_enrolled
MCID3111993706,Civil,ever_enrolled
MCID3111993720,Electrical,ever_enrolled
MCID3111996093,Electrical,ever_enrolled
MCID3111996789,Mechanical,ever_enrolled
MCID3111997465,Civil,ever_enrolled
MCID3111997492,Mechanical,ever_enrolled
MCID3111998391,Mechanical,ever_enrolled
MCID3111998416,Mechanical,ever_enrolled
MCID3111998948,Industrial,ever_enrolled
MCID3111999532,Mechanical,ever_enrolled
MCID3111999554,Mechanical,ever_enrolled
MCID3111999596,Civil,ever_enrolled
MCID3111999616,Industrial,ever_enrolled
MCID3111999618,Mechanical,ever_enrolled
MCID3111999945,Mechanical,ever_enrolled
MCID3111999950,Mechanical,ever_enrolled
MCID3112000240,Mechanical,ever_enrolled
MCID3112000254,Mechanical,ever_enrolled
MCID3112000293,Civil,ever_enrolled
MCID3112000862,Mechanical,ever_enrolled
MCID3112002209,Mechanical,ever_enrolled
MCID3112002232,Mechanical,ever_enrolled
MCID3112002909,Mechanical,ever_enrolled
MCID3112002914,Mechanical,ever_enrolled
MCID3112002916,Mechanical,ever_enrolled
MCID3112002950,Civil,ever_enrolled
MCID3112003608,Industrial,ever_enrolled
MCID3112003629,Industrial,ever_enrolled
MCID3112003686,Civil,ever_enrolled
MCID3112003690,Mechanical,ever_enrolled
MCID3112004166,Civil,ever_enrolled
MCID3112004986,Mechanical,ever_enrolled
MCID3112005008,Mechanical,ever_enrolled
MCID3112005019,Civil,ever_enrolled
MCID3112005486,Mechanical,ever_enrolled
MCID3112005495,Civil,ever_enrolled
MCID3112005776,Civil,ever_enrolled
MCID3112005777,Civil,ever_enrolled
MCID3112006062,Mechanical,ever_enrolled
MCID3112006130,Mechanical,ever_enrolled
MCID3112006140,Electrical,ever_enrolled
MCID3112006146,Mechanical,ever_enrolled
MCID3112006152,Mechanical,ever_enrolled
MCID3112006570,Mechanical,ever_enrolled
MCID3112006582,Mechanical,ever_enrolled
MCID3112006610,Mechanical,ever_enrolled
MCID3112006618,Mechanical,ever_enrolled
MCID3112006815,Mechanical,ever_enrolled
MCID3112007046,Mechanical,ever_enrolled
MCID3112007053,Mechanical,ever_enrolled
MCID3112007264,Civil,ever_enrolled
MCID3112008118,Mechanical,ever_enrolled
MCID3112008237,Industrial,ever_enrolled
MCID3112008483,Mechanical,ever_enrolled
MCID3112008648,Electrical,ever_enrolled
MCID3112008754,Mechanical,ever_enrolled
MCID3112008806,Mechanical,ever_enrolled
MCID3112008884,Mechanical,ever_enrolled
MCID3112008899,Mechanical,ever_enrolled
MCID3112012337,Civil,ever_enrolled
MCID3112012517,Civil,ever_enrolled
MCID3112012728,Mechanical,ever_enrolled
MCID3112012840,Mechanical,ever_enrolled
MCID3112012968,Mechanical,ever_enrolled
MCID3112013148,Electrical,ever_enrolled
MCID3112013195,Mechanical,ever_enrolled
MCID3112013269,Civil,ever_enrolled
MCID3112013522,Electrical,ever_enrolled
MCID3112014221,Civil,ever_enrolled
MCID3112014221,Mechanical,ever_enrolled
MCID3112014238,Mechanical,ever_enrolled
MCID3112014376,Electrical,ever_enrolled
MCID3112014386,Mechanical,ever_enrolled
MCID3112014418,Civil,ever_enrolled
MCID3112014455,Mechanical,ever_enrolled
MCID3112014500,Civil,ever_enrolled
MCID3112014547,Mechanical,ever_enrolled
MCID3112014597,Electrical,ever_enrolled
MCID3112014642,Civil,ever_enrolled
MCID3112014643,Electrical,ever_enrolled
MCID3112014691,Mechanical,ever_enrolled
MCID3112014742,Civil,ever_enrolled
MCID3112014997,Mechanical,ever_enrolled
MCID3112015160,Electrical,ever_enrolled
MCID3112015169,Electrical,ever_enrolled
MCID3112015196,Electrical,ever_enrolled
MCID3112015314,Electrical,ever_enrolled
MCID3112015434,Electrical,ever_enrolled
MCID3112015463,Mechanical,ever_enrolled
MCID3112015471,Mechanical,ever_enrolled
MCID3112015488,Civil,ever_enrolled
MCID3112015557,Mechanical,ever_enrolled
MCID3112015603,Electrical,ever_enrolled
MCID3112015611,Electrical,ever_enrolled
MCID3112015861,Mechanical,ever_enrolled
MCID3112015888,Mechanical,ever_enrolled
MCID3112016105,Civil,ever_enrolled
MCID3112016124,Mechanical,ever_enrolled
MCID3112016145,Mechanical,ever_enrolled
MCID3112016305,Electrical,ever_enrolled
MCID3112016383,Mechanical,ever_enrolled
MCID3112016414,Electrical,ever_enrolled
MCID3112016557,Civil,ever_enrolled
MCID3112016610,Mechanical,ever_enrolled
MCID3112016710,Electrical,ever_enrolled
MCID3112016922,Civil,ever_enrolled
MCID3112017135,Mechanical,ever_enrolled
MCID3112017217,Mechanical,ever_enrolled
MCID3112017282,Civil,ever_enrolled
MCID3112017282,Mechanical,ever_enrolled
MCID3112017381,Mechanical,ever_enrolled
MCID3112017434,Civil,ever_enrolled
MCID3112017459,Mechanical,ever_enrolled
MCID3112017594,Civil,ever_enrolled
MCID3112017644,Electrical,ever_enrolled
MCID3112017658,Electrical,ever_enrolled
MCID3112017869,Electrical,ever_enrolled
MCID3112017918,Mechanical,ever_enrolled
MCID3112017942,Civil,ever_enrolled
MCID3112018036,Mechanical,ever_enrolled
MCID3112018068,Mechanical,ever_enrolled
MCID3112018206,Mechanical,ever_enrolled
MCID3112018216,Mechanical,ever_enrolled
MCID3112018234,Mechanical,ever_enrolled
MCID3112018360,Civil,ever_enrolled
MCID3112018394,Electrical,ever_enrolled
MCID3112018402,Electrical,ever_enrolled
MCID3112018403,Mechanical,ever_enrolled
MCID3112018420,Mechanical,ever_enrolled
MCID3112018632,Civil,ever_enrolled
MCID3112018721,Civil,ever_enrolled
MCID3112018823,Mechanical,ever_enrolled
MCID3112018873,Civil,ever_enrolled
MCID3112019219,Civil,ever_enrolled
MCID3112019300,Civil,ever_enrolled
MCID3112019307,Mechanical,ever_enrolled
MCID3112019358,Mechanical,ever_enrolled
MCID3112019358,Civil,ever_enrolled
MCID3112019558,Civil,ever_enrolled
MCID3112019642,Mechanical,ever_enrolled
MCID3112019649,Mechanical,ever_enrolled
MCID3112019776,Civil,ever_enrolled
MCID3112019830,Civil,ever_enrolled
MCID3112019900,Civil,ever_enrolled
MCID3112019924,Civil,ever_enrolled
MCID3112019938,Civil,ever_enrolled
MCID3112019967,Civil,ever_enrolled
MCID3112020018,Civil,ever_enrolled
MCID3112020028,Mechanical,ever_enrolled
MCID3112020088,Mechanical,ever_enrolled
MCID3112020146,Mechanical,ever_enrolled
MCID3112020146,Civil,ever_enrolled
MCID3112020320,Mechanical,ever_enrolled
MCID3112020321,Mechanical,ever_enrolled
MCID3112020360,Mechanical,ever_enrolled
MCID3112020569,Electrical,ever_enrolled
MCID3112020581,Civil,ever_enrolled
MCID3112020603,Mechanical,ever_enrolled
MCID3112020606,Mechanical,ever_enrolled
MCID3112020606,Civil,ever_enrolled
MCID3112020638,Mechanical,ever_enrolled
MCID3112020687,Mechanical,ever_enrolled
MCID3112020796,Electrical,ever_enrolled
MCID3112020946,Civil,ever_enrolled
MCID3112021009,Electrical,ever_enrolled
MCID3112021011,Mechanical,ever_enrolled
MCID3112021046,Civil,ever_enrolled
MCID3112021046,Mechanical,ever_enrolled
MCID3112021139,Civil,ever_enrolled
MCID3112021167,Civil,ever_enrolled
MCID3112021242,Mechanical,ever_enrolled
MCID3112021416,Civil,ever_enrolled
MCID3112021522,Electrical,ever_enrolled
MCID3112021669,Mechanical,ever_enrolled
MCID3112021703,Mechanical,ever_enrolled
MCID3112021869,Mechanical,ever_enrolled
MCID3112021876,Mechanical,ever_enrolled
MCID3112021944,Mechanical,ever_enrolled
MCID3112021983,Electrical,ever_enrolled
MCID3112022079,Electrical,ever_enrolled
MCID3112022147,Mechanical,ever_enrolled
MCID3112022160,Mechanical,ever_enrolled
MCID3112022213,Mechanical,ever_enrolled
MCID3112022228,Mechanical,ever_enrolled
MCID3112022291,Electrical,ever_enrolled
MCID3112022425,Mechanical,ever_enrolled
MCID3112022439,Electrical,ever_enrolled
MCID3112022477,Mechanical,ever_enrolled
MCID3112023009,Civil,ever_enrolled
MCID3112023450,Mechanical,ever_enrolled
MCID3112023474,Electrical,ever_enrolled
MCID3112023510,Mechanical,ever_enrolled
MCID3112023555,Mechanical,ever_enrolled
MCID3112023614,Mechanical,ever_enrolled
MCID3112023623,Civil,ever_enrolled
MCID3112023644,Mechanical,ever_enrolled
MCID3112023763,Mechanical,ever_enrolled
MCID3112028626,Mechanical,ever_enrolled
MCID3112028664,Civil,ever_enrolled
MCID3112028727,Mechanical,ever_enrolled
MCID3112028827,Mechanical,ever_enrolled
MCID3112029013,Civil,ever_enrolled
MCID3112029065,Mechanical,ever_enrolled
MCID3112029070,Mechanical,ever_enrolled
MCID3112031841,Mechanical,ever_enrolled
MCID3112031897,Mechanical,ever_enrolled
MCID3112032505,Mechanical,ever_enrolled
MCID3112032588,Mechanical,ever_enrolled
MCID3112035100,Electrical,ever_enrolled
MCID3112035247,Mechanical,ever_enrolled
MCID3112035279,Mechanical,ever_enrolled
MCID3112035681,Civil,ever_enrolled
MCID3112035710,Civil,ever_enrolled
MCID3112036029,Mechanical,ever_enrolled
MCID3112036631,Mechanical,ever_enrolled
MCID3112036634,Electrical,ever_enrolled
MCID3112037596,Electrical,ever_enrolled
MCID3112037610,Civil,ever_enrolled
MCID3112039917,Mechanical,ever_enrolled
MCID3112040062,Mechanical,ever_enrolled
MCID3112040355,Civil,ever_enrolled
MCID3112040397,Electrical,ever_enrolled
MCID3112040461,Electrical,ever_enrolled
MCID3112040595,Civil,ever_enrolled
MCID3112040782,Electrical,ever_enrolled
MCID3112040832,Electrical,ever_enrolled
MCID3112040832,Civil,ever_enrolled
MCID3112040845,Mechanical,ever_enrolled
MCID3112040919,Mechanical,ever_enrolled
MCID3112041225,Mechanical,ever_enrolled
MCID3112042076,Electrical,ever_enrolled
MCID3112047542,Electrical,ever_enrolled
MCID3112047708,Electrical,ever_enrolled
MCID3112047942,Civil,ever_enrolled
MCID3112047944,Electrical,ever_enrolled
MCID3112047980,Electrical,ever_enrolled
MCID3112048074,Mechanical,ever_enrolled
MCID3112054085,Mechanical,ever_enrolled
MCID3112055300,Mechanical,ever_enrolled
MCID3112055490,Electrical,ever_enrolled
MCID3112055506,Mechanical,ever_enrolled
MCID3112055932,Electrical,ever_enrolled
MCID3112056036,Mechanical,ever_enrolled
MCID3112056078,Mechanical,ever_enrolled
MCID3112058229,Mechanical,ever_enrolled
MCID3112058256,Industrial,ever_enrolled
MCID3112058299,Mechanical,ever_enrolled
